locus_tag	ftype	length_bp	gene	EC_number	COG	product
NDPPBKPF_02669	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NDPPBKPF_02670	CDS	885	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
NDPPBKPF_02671	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
NDPPBKPF_02672	CDS	819		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
NDPPBKPF_02673	CDS	441				hypothetical protein
NDPPBKPF_02674	CDS	1155	araJ		COG2814	Putative transporter AraJ
NDPPBKPF_02675	CDS	1092				hypothetical protein
NDPPBKPF_02676	CDS	987	luxA	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
NDPPBKPF_02677	CDS	1617	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
NDPPBKPF_02678	CDS	849	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
NDPPBKPF_02679	CDS	945	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
NDPPBKPF_02680	CDS	1623				hypothetical protein
NDPPBKPF_02681	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
NDPPBKPF_02682	CDS	600	ppa_2	3.6.1.1	COG0221	Inorganic pyrophosphatase
NDPPBKPF_02683	CDS	954				hypothetical protein
NDPPBKPF_02684	CDS	1695	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
NDPPBKPF_02685	CDS	708				hypothetical protein
NDPPBKPF_02686	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
NDPPBKPF_02687	CDS	141	sra			Stationary-phase-induced ribosome-associated protein
NDPPBKPF_02688	CDS	852				hypothetical protein
NDPPBKPF_02689	CDS	894	dmlR_12			HTH-type transcriptional regulator DmlR
NDPPBKPF_02690	CDS	246				hypothetical protein
NDPPBKPF_02691	CDS	915	yghA	1.-.-.-		putative oxidoreductase YghA
NDPPBKPF_02692	CDS	216				hypothetical protein
NDPPBKPF_02693	CDS	507	yciE_2		COG3685	Protein YciE
NDPPBKPF_02694	CDS	183				hypothetical protein
NDPPBKPF_02695	CDS	1626	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
NDPPBKPF_02696	CDS	996	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
NDPPBKPF_02697	CDS	96				hypothetical protein
NDPPBKPF_02698	CDS	447				hypothetical protein
NDPPBKPF_02699	CDS	504				hypothetical protein
NDPPBKPF_02700	CDS	405	ygiW_1		COG3111	Protein YgiW
NDPPBKPF_02701	CDS	147				hypothetical protein
NDPPBKPF_02702	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
NDPPBKPF_02703	CDS	870				hypothetical protein
NDPPBKPF_02704	CDS	687	fliY_3		COG0834	L-cystine-binding protein FliY
NDPPBKPF_02705	CDS	924	mamB			Magnetosome protein MamB
NDPPBKPF_02706	CDS	918				hypothetical protein
NDPPBKPF_02707	CDS	2301	ydeP		COG0243	Protein YdeP
NDPPBKPF_02708	CDS	882	oxyR_4			Hydrogen peroxide-inducible genes activator
NDPPBKPF_02709	CDS	1281	licC_5		COG1455	Lichenan permease IIC component
NDPPBKPF_02710	CDS	2613		3.2.1.40		Alpha-L-rhamnosidase
NDPPBKPF_02711	CDS	945	rhaS_6			HTH-type transcriptional activator RhaS
NDPPBKPF_02712	CDS	1284				hypothetical protein
NDPPBKPF_02713	CDS	966				hypothetical protein
NDPPBKPF_02714	CDS	324	celA_2	2.7.1.205		PTS system cellobiose-specific EIIB component
NDPPBKPF_02715	CDS	315	chbA_3		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
NDPPBKPF_02716	CDS	1407	ydjE			Inner membrane metabolite transport protein YdjE
NDPPBKPF_02717	CDS	681	mgtC		COG1285	Protein MgtC
NDPPBKPF_02718	CDS	1062	zapE_2		COG1485	Cell division protein ZapE
NDPPBKPF_02719	CDS	654	katG	1.11.1.21	COG0376	Catalase-peroxidase
NDPPBKPF_02720	CDS	1170				hypothetical protein
NDPPBKPF_02721	CDS	315				hypothetical protein
NDPPBKPF_02722	CDS	2508				Tn3 family transposase TnAs3
NDPPBKPF_02723	CDS	861	bla_3	3.5.2.6		Beta-lactamase TEM
NDPPBKPF_02724	CDS	558	tnpR			Transposon Tn3 resolvase
NDPPBKPF_02725	CDS	219				Tn3 family transposase Tn2
NDPPBKPF_02726	CDS	705				IS6 family transposase IS26
NDPPBKPF_02727	CDS	378			COG1662	IS1 family transposase IS1X3
NDPPBKPF_02728	CDS	276			COG1662	IS1 family transposase IS1A
NDPPBKPF_02729	CDS	534				hypothetical protein
NDPPBKPF_02730	CDS	1512	pbpC		COG4953	Penicillin-binding protein 1C
NDPPBKPF_02731	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
NDPPBKPF_02732	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
NDPPBKPF_02733	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
NDPPBKPF_02734	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NDPPBKPF_02735	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
NDPPBKPF_02736	CDS	621				hypothetical protein
NDPPBKPF_02737	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
NDPPBKPF_02738	CDS	1479	der		COG1160	GTPase Der
NDPPBKPF_02739	CDS	1080				hypothetical protein
NDPPBKPF_02740	CDS	219	yfgJ			putative protein YfgJ
NDPPBKPF_02741	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
NDPPBKPF_02742	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
NDPPBKPF_02743	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
NDPPBKPF_02744	CDS	1869		3.1.6.-	COG3119	Endo-4-O-sulfatase
NDPPBKPF_02745	CDS	1068	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NDPPBKPF_02746	CDS	270				hypothetical protein
NDPPBKPF_02747	CDS	1233				hypothetical protein
NDPPBKPF_02748	CDS	888	yofA_1		COG0583	HTH-type transcriptional regulator YofA
NDPPBKPF_02749	CDS	174	yfgG			Protein YfgG
NDPPBKPF_02750	CDS	2250	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
NDPPBKPF_02751	CDS	1533	ppx	3.6.1.11	COG0248	Exopolyphosphatase
NDPPBKPF_02752	CDS	2061	ppk	2.7.4.1	COG0855	Polyphosphate kinase
NDPPBKPF_02753	CDS	642	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
NDPPBKPF_02754	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
NDPPBKPF_02755	CDS	894	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
NDPPBKPF_02756	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
NDPPBKPF_02757	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
NDPPBKPF_02758	CDS	1287	uraA		COG2233	Uracil permease
NDPPBKPF_02759	CDS	678	hda		COG0593	DnaA regulatory inactivator Hda
NDPPBKPF_02760	CDS	924				ISNCY family transposase ISRor2
NDPPBKPF_02761	CDS	360	yfgD		COG1393	putative protein YfgD
NDPPBKPF_02762	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
NDPPBKPF_02763	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
NDPPBKPF_02764	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
NDPPBKPF_02765	CDS	567	gcvR		COG2716	Glycine cleavage system transcriptional repressor
NDPPBKPF_02766	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NDPPBKPF_02767	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
NDPPBKPF_02768	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NDPPBKPF_02769	CDS	876				hypothetical protein
NDPPBKPF_02770	CDS	2004	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
NDPPBKPF_02771	CDS	696				hypothetical protein
NDPPBKPF_02772	CDS	207				hypothetical protein
NDPPBKPF_02773	CDS	1128	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
NDPPBKPF_02774	CDS	354	yffB		COG1393	Protein YffB
NDPPBKPF_02775	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
NDPPBKPF_02776	CDS	1983		1.18.1.2		Ferredoxin--NADP reductase
NDPPBKPF_02777	CDS	597	nudK_1	3.6.1.-		GDP-mannose pyrophosphatase NudK
NDPPBKPF_02778	CDS	1047				hypothetical protein
NDPPBKPF_02779	CDS	1995	tktB	2.2.1.1	COG0021	Transketolase 2
NDPPBKPF_02780	CDS	957	tal	2.2.1.2		Transaldolase
NDPPBKPF_02781	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
NDPPBKPF_02782	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
NDPPBKPF_02783	CDS	480				hypothetical protein
NDPPBKPF_02784	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
NDPPBKPF_02785	CDS	807				hypothetical protein
NDPPBKPF_02786	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
NDPPBKPF_02787	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
NDPPBKPF_02788	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
NDPPBKPF_02789	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
NDPPBKPF_02790	CDS	840	ftsA_2			Cell division protein FtsA
NDPPBKPF_02791	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
NDPPBKPF_02792	CDS	1233				hypothetical protein
NDPPBKPF_02793	CDS	1404				hypothetical protein
NDPPBKPF_02794	CDS	1362	eutB_2	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
NDPPBKPF_02795	CDS	900	eutC_2	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
NDPPBKPF_02796	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
NDPPBKPF_02797	CDS	486	eutK		COG4577	Ethanolamine utilization protein EutK
NDPPBKPF_02798	CDS	1053				hypothetical protein
NDPPBKPF_02799	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
NDPPBKPF_02800	CDS	873	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
NDPPBKPF_02801	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
NDPPBKPF_02802	CDS	450	yfeZ			Inner membrane protein YfeZ
NDPPBKPF_02803	CDS	576	yfeY			putative protein YfeY
NDPPBKPF_02804	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
NDPPBKPF_02805	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
NDPPBKPF_02806	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
NDPPBKPF_02807	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
NDPPBKPF_02808	CDS	1095	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NDPPBKPF_02809	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
NDPPBKPF_02810	CDS	396	yybH		COG4319	putative protein YybH
NDPPBKPF_02811	CDS	1299	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
NDPPBKPF_02812	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
NDPPBKPF_02813	CDS	240				hypothetical protein
NDPPBKPF_02814	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
NDPPBKPF_02815	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NDPPBKPF_02816	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
NDPPBKPF_02817	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
NDPPBKPF_02818	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
NDPPBKPF_02819	CDS	1062	zipA		COG3115	Cell division protein ZipA
NDPPBKPF_02820	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
NDPPBKPF_02821	CDS	219				hypothetical protein
NDPPBKPF_02822	CDS	999				hypothetical protein
NDPPBKPF_02823	CDS	927	cynR_4			HTH-type transcriptional regulator CynR
NDPPBKPF_02824	tRNA	76				tRNA-Lys(ttt)
NDPPBKPF_02825	tRNA	76				tRNA-Val(tac)
NDPPBKPF_02826	tRNA	76				tRNA-Val(tac)
NDPPBKPF_02827	tRNA	76				tRNA-Val(tac)
NDPPBKPF_02828	CDS	1419	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
NDPPBKPF_02829	CDS	393				hypothetical protein
NDPPBKPF_02830	CDS	354				hypothetical protein
NDPPBKPF_02831	tRNA	76				tRNA-Ala(ggc)
NDPPBKPF_02832	tRNA	76				tRNA-Ala(ggc)
NDPPBKPF_02833	CDS	2172	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
NDPPBKPF_02834	CDS	1203	nupC_2		COG1972	Nucleoside permease NupC
NDPPBKPF_02835	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
NDPPBKPF_02836	CDS	360				hypothetical protein
NDPPBKPF_02837	CDS	993	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
NDPPBKPF_02838	CDS	1662	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
NDPPBKPF_02839	CDS	1236	yfeO			Putative ion-transport protein YfeO
NDPPBKPF_02840	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
NDPPBKPF_02841	CDS	738	ypdB		COG3279	Transcriptional regulatory protein YpdB
NDPPBKPF_02842	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
NDPPBKPF_02843	CDS	1215	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NDPPBKPF_02844	CDS	1197	yycB		COG2807	putative transporter YycB
NDPPBKPF_02845	CDS	459	guaD_1	3.5.4.3	COG0590	Guanine deaminase
NDPPBKPF_02846	CDS	909	cynR_5			HTH-type transcriptional regulator CynR
NDPPBKPF_02847	CDS	882				hypothetical protein
NDPPBKPF_02848	CDS	483				hypothetical protein
NDPPBKPF_02849	tRNA	75				tRNA-Arg(cct)
NDPPBKPF_02850	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
NDPPBKPF_02851	CDS	762	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
NDPPBKPF_02852	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
NDPPBKPF_02853	CDS	285				hypothetical protein
NDPPBKPF_02854	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
NDPPBKPF_02855	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
NDPPBKPF_02856	CDS	387	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
NDPPBKPF_02857	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
NDPPBKPF_02858	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
NDPPBKPF_02859	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
NDPPBKPF_02860	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
NDPPBKPF_02861	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
NDPPBKPF_02862	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
NDPPBKPF_02863	CDS	282				hypothetical protein
NDPPBKPF_02864	CDS	1989	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
NDPPBKPF_02865	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
NDPPBKPF_02866	CDS	1176	yfcJ_2			putative MFS-type transporter YfcJ
NDPPBKPF_02867	CDS	978	flk			Flagellar regulator flk
NDPPBKPF_02868	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
NDPPBKPF_02869	CDS	1014	usg		COG0136	USG-1 protein
NDPPBKPF_02870	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NDPPBKPF_02871	CDS	660	dedA		COG0586	Protein DedA
NDPPBKPF_02872	CDS	984	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NDPPBKPF_02873	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
NDPPBKPF_02874	CDS	687	dedD			Cell division protein DedD
NDPPBKPF_02875	CDS	489	cvpA		COG1286	Colicin V production protein
NDPPBKPF_02876	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NDPPBKPF_02877	CDS	585	ubiX_1	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
NDPPBKPF_02878	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
NDPPBKPF_02879	CDS	783	hisJ_2		COG0834	Histidine-binding periplasmic protein
NDPPBKPF_02880	CDS	687	hisQ_1		COG4215	Histidine transport system permease protein HisQ
NDPPBKPF_02881	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
NDPPBKPF_02882	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
NDPPBKPF_02883	CDS	528				hypothetical protein
NDPPBKPF_02884	CDS	894				Epimerase family protein
NDPPBKPF_02885	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
NDPPBKPF_02886	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
NDPPBKPF_02887	CDS	639	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
NDPPBKPF_02888	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
NDPPBKPF_02889	CDS	552	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
NDPPBKPF_02890	CDS	2148	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NDPPBKPF_02891	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
NDPPBKPF_02892	CDS	456				hypothetical protein
NDPPBKPF_02893	CDS	495				hypothetical protein
NDPPBKPF_02894	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
NDPPBKPF_02895	CDS	1833				hypothetical protein
NDPPBKPF_02896	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
NDPPBKPF_02897	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
NDPPBKPF_02898	CDS	927	cmpR_1			HTH-type transcriptional activator CmpR
NDPPBKPF_02899	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
NDPPBKPF_02900	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
NDPPBKPF_02901	CDS	1809	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
NDPPBKPF_02902	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
NDPPBKPF_02903	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
NDPPBKPF_02904	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
NDPPBKPF_02905	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
NDPPBKPF_02906	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
NDPPBKPF_02907	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
NDPPBKPF_02908	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
NDPPBKPF_02909	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
NDPPBKPF_02910	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
NDPPBKPF_02911	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
NDPPBKPF_02912	CDS	921	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
NDPPBKPF_02913	CDS	459	elaA		COG2153	Protein ElaA
NDPPBKPF_02914	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
NDPPBKPF_02915	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
NDPPBKPF_02916	CDS	759	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NDPPBKPF_02917	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
NDPPBKPF_02918	CDS	966	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
NDPPBKPF_02919	CDS	681	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
NDPPBKPF_02920	CDS	738	menE_2	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
NDPPBKPF_02921	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
NDPPBKPF_02922	CDS	942				ISNCY family transposase ISRor2
NDPPBKPF_02923	CDS	543				hypothetical protein
NDPPBKPF_02924	CDS	1197	pncC_3	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
NDPPBKPF_02925	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
NDPPBKPF_02926	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
NDPPBKPF_02927	CDS	1293	rhmT			Inner membrane transport protein RhmT
NDPPBKPF_02928	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
NDPPBKPF_02929	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
NDPPBKPF_02930	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
NDPPBKPF_02931	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
NDPPBKPF_02932	CDS	1347	glpT_2		COG2271	Glycerol-3-phosphate transporter
NDPPBKPF_02933	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
NDPPBKPF_02934	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
NDPPBKPF_02935	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
NDPPBKPF_02936	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
NDPPBKPF_02937	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
NDPPBKPF_02938	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
NDPPBKPF_02939	CDS	2841	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NDPPBKPF_02940	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
NDPPBKPF_02941	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
NDPPBKPF_02942	CDS	1104	ompC			Outer membrane porin C
NDPPBKPF_02943	CDS	1053	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
NDPPBKPF_02944	CDS	1065	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
NDPPBKPF_02945	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
NDPPBKPF_02946	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
NDPPBKPF_02947	CDS	1437			COG2239	Magnesium transporter MgtE
NDPPBKPF_02948	CDS	1239	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
NDPPBKPF_02949	CDS	1635	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
NDPPBKPF_02950	CDS	492	eco		COG4574	Ecotin
NDPPBKPF_02951	CDS	1110			COG0628	Putative transport protein
NDPPBKPF_02952	CDS	846				hypothetical protein
NDPPBKPF_02953	CDS	1332				hypothetical protein
NDPPBKPF_02954	CDS	555				hypothetical protein
NDPPBKPF_02955	CDS	1314				hypothetical protein
NDPPBKPF_02956	CDS	207				hypothetical protein
NDPPBKPF_02957	CDS	480				hypothetical protein
NDPPBKPF_02958	CDS	2322	recF_1			DNA replication and repair protein RecF
NDPPBKPF_02959	CDS	687				hypothetical protein
NDPPBKPF_02960	CDS	1239				hypothetical protein
NDPPBKPF_02961	CDS	1257	intA_1		COG0582	Prophage integrase IntA
NDPPBKPF_02962	tRNA	77				tRNA-Pro(ggg)
NDPPBKPF_02963	CDS	1857	yejM		COG3083	Inner membrane protein YejM
NDPPBKPF_02964	CDS	264				hypothetical protein
NDPPBKPF_02965	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
NDPPBKPF_02966	CDS	762	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
NDPPBKPF_02967	CDS	597	nudK_2	3.6.1.-		GDP-mannose pyrophosphatase NudK
NDPPBKPF_02968	CDS	1287				hypothetical protein
NDPPBKPF_02969	CDS	888				hypothetical protein
NDPPBKPF_02970	CDS	285	rplY		COG1825	50S ribosomal protein L25
NDPPBKPF_02971	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
NDPPBKPF_02972	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
NDPPBKPF_02973	CDS	1197	bcr_1			Bicyclomycin resistance protein
NDPPBKPF_02974	CDS	345	yejG			putative protein YejG
NDPPBKPF_02975	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
NDPPBKPF_02976	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
NDPPBKPF_02977	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
NDPPBKPF_02978	CDS	1806				hypothetical protein
NDPPBKPF_02979	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
NDPPBKPF_02980	CDS	570	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
NDPPBKPF_02981	CDS	105				hypothetical protein
NDPPBKPF_02982	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
NDPPBKPF_02983	CDS	978	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
NDPPBKPF_02984	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NDPPBKPF_02985	CDS	1191	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
NDPPBKPF_02986	CDS	573	yeiP		COG0231	Elongation factor P-like protein
NDPPBKPF_02987	CDS	255				hypothetical protein
